Age,Occupation,Annual_Income,Monthly_Inhand_Salary,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Type_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Credit_Mix,Outstanding_Debt,Credit_Utilization_Ratio,Credit_History_Age,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Credit_Score
32,Lawyer,110912.79,9392.7325,4,7,10,1,Auto Loan,3,3,8.75,2,Good,36.4,37.86268328,28,No,80.20521512,149.3332041,High_spent_Medium_value_payments,959.7348308,1
55,Architect,35940.94,2718.078333,5,3,11,1,Student Loan,6,6,10.86,0,Good,237.26,40.72315618,30,No,17.84299552,154.4603823,High_spent_Small_value_payments,359.5044555,1
39,_______,95329.23,7863.1025,4,1,8,1,Personal Loan,13,2,0.74,0,Good,832.55,32.79738317,37,No,78.19902291,242.9129988,!@9#%8,725.1982283,1
55,Doctor,12151.75,1187.645833,5,3,10,1,Personal Loan,18,12,1.79,0,Standard,1011.03,32.85789045,22,NM,7.249926182,79.40786369,Low_spent_Small_value_payments,322.1067935,1
35,Writer,67845.56,5815.796667,3,5,20,4,Mortgage Loan,21,17,18.63,11,Standard,1478.49,30.41615248,23,Yes,129.4405591,101.2586233,High_spent_Large_value_payments,590.8804842,0
32,Architect,105080.76,8488.73,5,5,7,1,Payday Loan,23,8,12.62,2,Standard,361.25,38.05989189,36,Yes,62.08269764,94.38155274,High_spent_Medium_value_payments,942.4087496,1
45,Journalist,111204.78,9270.065,0,2,2,4,Auto Loan,10,1,4.51,1,Good,1261.37,33.83978692,32,No,350.0015206,64.57130812,High_spent_Large_value_payments,752.4336712,1
27,Doctor,60238.56,4907.88,10,8,17,7,Mortgage Loan,54,20,7.97,6,Poor,1825.6,28.09920369,9,NM,302.4065007,10000,High_spent_Medium_value_payments,289.2230226,0
19,Accountant,42512.31,3361.6925,7,5,14,7,Mortgage Loan,5,10,19.51,4,Standard,1810.72,28.2060517,18,Yes,169.9457403,76.06097399,High_spent_Medium_value_payments,340.1625357,1
18,Doctor,23489.78,2221.481667,7,5,12,4,Mortgage Loan,16,13,6.54,0,Standard,530.44,31.39250883,33,NM,49.04865314,121.66913,Low_spent_Large_value_payments,321.4303835,1
14,Media_Manager,7946.09,883.1741667,7,10,17,5,Mortgage Loan,54,27,7.36,12,Poor,1572.64,40.7504506,19,Yes,30.01994307,81.41288244,Low_spent_Small_value_payments,266.8845912,0
33,Architect,9613.62,564.135,8,10,28,2,Credit-Builder Loan,26,7,9.65,7,Standard,2062.12,36.08643136,13,Yes,15.9482031,34.29959139,Low_spent_Small_value_payments,296.1657055,1
40,Journalist,23900.41,1767.700833,3,5,20,4,Auto Loan,7,9,11.54,1,Standard,234.73,33.05638457,24,Yes,68.03837552,70.99712313,High_spent_Medium_value_payments,287.7345847,1
21,Lawyer,11798.555,1039.212917,6,5,15,5,Student Loan,20,18,17.76,7,Good,784.5,27.85450475,10,NM,30.40323344,50.10089863,Low_spent_Small_value_payments,313.4171596,1
26,Musician,14925.68,1480.806667,8,,21,7,Student Loan,39,8,15.75,11,Standard,2447.6,30.76488479,20,Yes,51.0627727,163.7592356,Low_spent_Small_value_payments,223.2586583,0
38,Architect,30813.68,2289.806667,3,3,8,4,Student Loan,7,10,4.93,0,Standard,1312.2,37.01885463,21,No,56.05555563,114.6075848,High_spent_Small_value_payments,318.3175262,1
28,_______,23631.2,1892.266667,4,4,18,3,Mortgage Loan,16,11,11.7,1,Standard,903.96,32.74830543,34,Yes,34.30784055,169.8431172,Low_spent_Large_value_payments,255.0757089,1
43,Teacher,11492225,3637.88,9,8,15,7,Mortgage Loan,29,12,17.78,10,Poor,4106.9,27.0700222,17,Yes,166.2967047,65.61342884,!@9#%8,381.8778665,0
43,Writer,68213.38,5957.448333,7,5,10,3,Auto Loan,28,16,7.82,1,Standard,769.47,38.78785842,32,No,141.4805053,699.2487548,Low_spent_Small_value_payments,45.01557319,1
28,Writer,104075.52,8745.96,3,5,7,1,Student Loan,14,11,8.45,,Standard,1371.49,45.02419934,20,Yes,73.11669738,148.7745814,High_spent_Large_value_payments,892.7047212,1
46,Accountant,78039.48,6236.29,5,,4,4,Mortgage Loan,21,16,2.59,1,Good,1188.91,24.0343061,33,NM,236.239616,155.0904351,High_spent_Large_value_payments,472.298949,1
28,Lawyer,59962.52,4976.876667,3,7,28,5,Mortgage Loan,26,12,13.36,6,Standard,2660.36,31.79256059,24,Yes,140.2628376,424.1705687,Low_spent_Large_value_payments,203.2542603,0
42,Developer,163978.4,13830.86667,2,2,7,1,Student Loan,9,1,2.94,,Good,789.36,38.89824392,18,No,121.3960257,270.9672588,High_spent_Medium_value_payments,1240.723382,1
29,Journalist,42109.41,3299.1175,7,5,34,7,Mortgage Loan,31,22,4.26,11,Poor,2730.76,33.76066642,5,Yes,128.2122618,95.4576989,High_spent_Medium_value_payments,356.2417893,0
33,Doctor,14917.845,1522.15375,1,7,6,2,Payday Loan,13,3,1.68,4,Good,609.71,32.42453508,20,No,17.70781612,150.7633168,!@9#%8,273.7442421,1
18,Media_Manager,34746.02,2860.501667,4,,17,1,Debt Consolidation Loan,23,21,8.36,0,Good,1258.88,38.46308253,20,No,18.86077319,116.57584,High_spent_Small_value_payments,410.6135535,1
42,Mechanic,126217.6,10430.13333,8,7,14,1,Mortgage Loan,8,8,5.34,4,Standard,1000.98,37.03866715,17,No,71.84498932,134.4774885,High_spent_Large_value_payments,1076.690855,1
44,_______,21075.82,1701.318333,8,3,10,1,Personal Loan,14,18,8.87,2,Standard,749.5,24.45909871,24,Yes,14.22944411,35.33725514,High_spent_Large_value_payments,360.5651341,1
32,Media_Manager,14049.075,1213.75625,3,6,4,1,Student Loan,11,1,6.69,3,Good,1409.86,30.70178879,25,No,10.8487871,56.79178288,Low_spent_Small_value_payments,343.735055,1
41,Engineer,7103.73,419.9775,8,7,15,5,Debt Consolidation Loan,58,18,17.05,9,Poor,4804.87,38.37781982,2,Yes,24.21577973,10.99824466,Low_spent_Medium_value_payments,286.7837256,0
14,_______,48151.86,4098.655,4,5,20,4,Auto Loan,23,9,14.94,8,Standard,2083.32,35.3361601,19,Yes,80.82314161,63.40103181,High_spent_Medium_value_payments,515.6413266,1
49,Lawyer,35482.43,2760.869167,8,5,13,1,Auto Loan,7,9,16.84,4,Good,73.08,29.84398536,33,Yes,25.99046083,291.6166184,!@9#%8,248.4798375,1
33,Teacher,12629.6,941.4666667,7,3,17,2,Auto Loan,25,20,19.97,4,Standard,1090.8,35.20913524,19,Yes,17.80923342,110.1565111,Low_spent_Small_value_payments,256.1809222,1
31,Media_Manager,17623.09,1227.590833,10,5,16,7,Mortgage Loan,44,19,15.7,7,Poor,2847.24,34.18584911,13,Yes,68.13723211,65.4119136,Low_spent_Large_value_payments,259.2099376,0
26,Musician,30726.96,2304.58,10,10,16,6,Mortgage Loan,17,16,4.92,7,Poor,4381.33,22.3317685,12,Yes,100.6085184,19.98377508,High_spent_Large_value_payments,349.8657066,0
32,Musician,73517.54,6412.461667,6,7,7,2,Student Loan,11,16,6.02,3,Standard,1187.38,33.24140976,33,Yes,61.46342568,168.27975,High_spent_Medium_value_payments,661.502991,1
35,Musician,58145.22,4577.435,4,7,9,2,Mortgage Loan,1,0,6.76,4,Good,171.06,34.85907421,28,No,82.44172214,100.6834896,High_spent_Large_value_payments,514.6182883,1
27,Doctor,28385.62,2500.468333,4,6,10,7,Student Loan,6,9,7.48,4,Standard,64.65,24.41525538,17,Yes,88.63125778,142.3600131,Low_spent_Large_value_payments,289.0555625,1
52,Journalist,15820.155,1033.34625,8,7,15,2,Student Loan,24,7,11.67,0,Good,1312.49,26.47795429,31,Yes,21.24455158,49.31056333,Low_spent_Large_value_payments,302.7795101,1
37,Accountant,64927.34,5402.611667,6,3,8,6,Auto Loan,12,8,13.38,4,Standard,503.58,33.03353345,21,Yes,324.2315301,167.8127675,High_spent_Medium_value_payments,298.216869,1
30,Media_Manager,92362.68,7437.89,3,4,8,4,Auto Loan,5,,18.26,8,Standard,747.28,34.25855402,16,NM,155.3304165,123.4015135,High_spent_Large_value_payments,705.05707,1
25,Manager,38635.95,3048.6625,2,2,4,4,Student Loan,3,8,10.63,4,Good,562.21,30.75741829,32,No,66.37896276,361.7646513,Low_spent_Small_value_payments,166.7226359,1
24,Developer,25203.1,2234.258333,5,7,17,2,Auto Loan,4,9,2.61,3,Standard,393.77,27.25668663,29,Yes,39.27024717,131.141411,Low_spent_Large_value_payments,323.0141752,1
16,Writer,84446.2,7061.183333,6,,7,7,Student Loan,34,13,17.96,8,Standard,28.15,41.44944272,19,Yes,423.5393016,73.49123351,High_spent_Large_value_payments,449.0877982,1
34,Scientist,32510.12,2678.176667,7,8,32,2,Credit-Builder Loan,28,16,14.44,8,Poor,2305.08,30.71306734,14,Yes,35.0635408,156.4401514,Low_spent_Small_value_payments,366.3139744,0
41,Architect,19218.21,1669.5175,10,6,27,4,Mortgage Loan,51,20,11.39,6,Standard,2329.4,25.93052361,10,Yes,53.97582252,53.87270979,High_spent_Medium_value_payments,309.1032177,0
45,Media_Manager,7207.44,625.62,9,5,15,6,Credit-Builder Loan,17,9,15.11,9,Standard,2251.64,37.93546246,11,Yes,35.07605126,0,High_spent_Medium_value_payments,269.9118411,0
19,Mechanic,20232.11,1918.009167,5,3,6,5,Mortgage Loan,9,19,15.86,7,Standard,1104.6,39.66091487,17,Yes,48.65776555,186.3871519,Low_spent_Small_value_payments,246.7559992,1
20,Developer,37654.18,3269.848333,6,9,28,5,Student Loan,26,23,8.72,6,Poor,1853.53,37.78722078,19,Yes,205.719918,310.1493752,Low_spent_Medium_value_payments,91.11554011,0
52,_______,111090.06,9192.505,0,4,11,3,Auto Loan,0,3,11.99,1,Good,575.32,35.98776894,32,No,149.0796583,279.8238284,Low_spent_Medium_value_payments,770.3470132,1
31,Lawyer,44498.78,3748.231667,4,5,18,3,Mortgage Loan,22,11,11.73,4,Standard,1131.03,31.44595601,26,Yes,92.44447273,40.87839107,High_spent_Large_value_payments,481.5003029,1
45,Scientist,57993.84,4885.82,7,,22,8,Student Loan,23,23,8.08,10,Poor,1873.53,29.59943821,12,Yes,234.4392139,205.4409372,High_spent_Medium_value_payments,298.7018489,0
43,Mechanic,59479.26,4833.605,7,5,13,6,Mortgage Loan,18,14,12.95,6,Standard,2189.62,25.89271981,11,NM,166.119757,461.2372095,Low_spent_Small_value_payments,146.0035335,1
45,Mechanic,133455.93,11060.3275,0,3,5,3,Auto Loan,1,6,1.47,1,Good,822.33,30.91180958,21,No,284.9565831,389.7915692,Low_spent_Medium_value_payments,711.2845978,1
36,Scientist,66560.22,5369.685,5,7,20,2,Student Loan,30,15,8.93,0,Standard,837.34,40.18281522,34,Yes,80.29199979,49.97066154,High_spent_Large_value_payments,646.7058387,1
32,Engineer,66571.4,5600.616667,7,9,34,3,Mortgage Loan,48,24,16.55,6,Poor,2383.13,40.34442705,24,NM,144.5986348,75.81407609,!@9#%8,589.6489557,0
26,Manager,18327.97,1276.330833,10,5,34,3,Personal Loan,48,9,13.63,,Standard,2358.32,39.59413442,18,Yes,23.82311055,52.55388855,High_spent_Small_value_payments,311.2560842,0
23,Lawyer,22705.83,1728.1525,4,6,4,2,Auto Loan,27,12,4.53,4,Good,854.1,38.06111939,40,No,22.6708027,67.41142892,!@9#%8,342.7330184,1
28,Doctor,20282.42,1460.201667,4,4,14,4,Credit-Builder Loan,30,14,7.82,4,Standard,489.03,33.20184858,17,Yes,35.38627374,79.87369905,Low_spent_Medium_value_payments,310.7601939,1
18,Lawyer,8969.985,617.49875,9,6,22,8,Mortgage Loan,52,21,16.73,6,Poor,4325.59,25.90436453,16,Yes,39.62196691,55.31837129,Low_spent_Small_value_payments,256.8095368,0
36,Lawyer,34483.9,2613.658333,8,7,29,9,Student Loan,58,18,2.12,10,Poor,4386.53,27.54493679,17,Yes,183.9947235,314.111426,Low_spent_Small_value_payments,53.25968389,0
14,Teacher,37720.58,3212.381667,6,9,24,5,Mortgage Loan,26,17,1.14,11,Poor,1573.68,27.15573947,14,Yes,128.9414089,350.992696,Low_spent_Small_value_payments,131.3040618,0
16,Entrepreneur,48356.66,4233.721667,3,4,16,2,Personal Loan,8,9,17.01,8,Good,1323.42,29.7611614,24,Yes,45.44154274,306.4063178,Low_spent_Medium_value_payments,351.5243061,1
51,Musician,132262.74,11228.895,3,5,11,1,Home Equity Loan,15,2,6.83,4,Good,309.13,27.6407169,33,No,77.63386827,802.8802541,Low_spent_Large_value_payments,512.3753776,1
20,Entrepreneur,28287.18,2236.265,4,4,2,1,Auto Loan,8,9,6.87,0,Good,1010.16,33.3119244,21,No,15.15922383,145.9223754,Low_spent_Medium_value_payments,342.5449007,1
40,Musician,77641.56,6180.13,4,6,20,4,Student Loan,6,9,6.3,12,Poor,2619.62,30.52279918,17,Yes,18142,81.60320283,High_spent_Large_value_payments,593.5596671,0
42,Writer,25740.18,2197.015,5,6,1,1,Mortgage Loan,18,10,2.77,2,Standard,1273.88,31.57728607,24,No,19.46604343,56.5743282,High_spent_Medium_value_payments,393.6611284,1
36,Musician,64173.56,5163.796667,7,4,11,2,Student Loan,12,19,6.66,2,Standard,497.23,40.86698546,38,No,68.34879901,52.84551625,High_spent_Large_value_payments,635.1853514,1
40,Lawyer,129569.52,10831.46,8,7,18,4,Credit-Builder Loan,5,13,17.76,4,Standard,641.47,32.11159026,8,NM,383.1808701,281.0179024,High_spent_Large_value_payments,658.9472274,1
32,Teacher,16436.66,1472.721667,10,9,34,6,Student Loan,20,21,3.58,7,Poor,2669.09,34.53691038,14,Yes,77.91293447,121.2198723,Low_spent_Large_value_payments,218.1393599,0
32,Doctor,30819.56,2547.296667,7,3,9,4,Student Loan,8,12,7.68,5,Standard,401.26,26.59022178,15,NM,96.8485909,85.29744085,!@9#%8,322.5836349,1
54,Writer,17525.87,1261.489167,6,3,19,2,Credit-Builder Loan,6,13,17.76,4,Standard,903.74,23.41253758,31,Yes,22.97305053,128.1341301,Low_spent_Small_value_payments,265.041736,1
32,Journalist,19014.19,1405.515833,3,8,32,5,Student Loan,26,15,9.75,10,Standard,2034.13,36.16877371,25,Yes,75.49603202,10000,!@9#%8,195.1157341,1
20,Engineer,27910.59,2598.8825,3,7,14,2,Personal Loan,29,16,12.96,4,Standard,229.47,32.43201825,35,Yes,36.62873393,202.7200203,Low_spent_Large_value_payments,290.5394958,1
32,Media_Manager,35849.77,3126.480833,3,3,8,2,Personal Loan,25,18,9.2,5,Standard,566.08,38.91359763,28,Yes,58.05787092,10000,High_spent_Medium_value_payments,414.2609652,1
22,Mechanic,16135.12,1623.593333,5,4,12,2,Mortgage Loan,23,9,0.8,4,Standard,1091.33,32.5592568,32,Yes,14.21294487,39.91104215,High_spent_Medium_value_payments,358.2353463,1
28,Developer,15649.3,1469.108333,5,7,15,2,Mortgage Loan,18,17,14.32,4,Good,1960.58,38.60855931,18,Yes,14.5614621,10000,High_spent_Small_value_payments,344.8850475,1
38,Scientist,51031.6,4180.633333,4,6,16,3,Mortgage Loan,13,8,10.54,1,Standard,1437.83,29.16923289,25,No,113.1596428,265.129082,Low_spent_Large_value_payments,309.7746086,1
48,_______,44190.3,3695.525,7,6,18,2,Debt Consolidation Loan,5,482,10.74,3,Standard,476.56,38.81169676,40,NM,51.2728535,332.0106231,Low_spent_Small_value_payments,276.2690234,1
26,Accountant,38624.06,3043.671667,0,5,11,4,Student Loan,3,10,4.19,4,Good,1394.46,26.98386403,20,No,78.45202561,105.9442619,High_spent_Medium_value_payments,369.9708792,1
27,Accountant,91018.76,7746.896667,4,7,11,2,Credit-Builder Loan,21,15,5.85,0,Good,666.9,25.21464764,26,No,118.6941571,786.4613212,Low_spent_Small_value_payments,159.5341884,0
19,Musician,34317.21,2702.7675,3,6,18,2,Auto Loan,28,20,18.82,8,Standard,1164.47,31.17538512,10,Yes,53.4566523,309.724635,Low_spent_Small_value_payments,197.0954627,1
23,Teacher,20317.12,1697.093333,7,6,17,4,Mortgage Loan,16,13,20.72,7,Standard,2695.78,34.67372878,9,NM,59.69878768,40.73344733,High_spent_Large_value_payments,309.2770983,0
44,Teacher,32500.35,2853.3625,2,6,6,1,Home Equity Loan,8,2,7,2,Good,1203.72,39.53993005,23,No,15.12889092,43.76478994,High_spent_Large_value_payments,466.4425691,1
41,Musician,62879.96,5343.996667,8,10,26,2,Student Loan,52,18,8.9,9,Poor,1751,31.58564144,27,Yes,78.33841368,367.6940201,Low_spent_Small_value_payments,378.3672329,0
39,Accountant,8759.74,812.9783333,6,7,19,8,Auto Loan,17,24,23.37,6,Good,4094.24,24.35896262,12,Yes,43.49571773,83.34183402,Low_spent_Small_value_payments,244.4602816,1
24,Engineer,15847.06,1560.588333,4,4,8,6,Student Loan,26,11,10.78,8,Standard,412.71,26.59677084,8,Yes,45.68108361,107.3528102,Low_spent_Small_value_payments,293.0249395,1
19,Accountant,29651.23,2460.935833,6,5,6,2,Home Equity Loan,14,17,8.62,2,Standard,1217.99,33.39903059,30,No,44176,87.34991193,Low_spent_Small_value_payments,410.8406651,1
32,Teacher,44927.86,3687.988333,4,6,6,3,Debt Consolidation Loan,7,8,5.55,0,Good,762.62,33.61131046,29,No,102.1903288,386.7675169,Low_spent_Small_value_payments,169.8409877,1
22,Manager,41806.16,3564.846667,2,7,7,1,Personal Loan,7,,8.04,3,Good,300.61,30.17715091,28,No,21.86468206,226.6727871,High_spent_Small_value_payments,367.9471975,1
20,Journalist,64514.31,5353.1925,7,6,14,3,Student Loan,29,8,12.88,8,Standard,374.51,39.71667765,17,NM,98.00331867,233.6432384,High_spent_Small_value_payments,463.672693,1
24,Musician,109905.96,9096.83,8,4,8,1,Personal Loan,32,16,11.07,1,Poor,150.87,24.07637479,21,Yes,90.58286628,877.2437913,Low_spent_Medium_value_payments,221.8563424,1
42,Scientist,156356.52,13152.71,4,7,7,2,Debt Consolidation Loan,19,9,10.31,1,Good,489.85,37.33030517,30,NM,245.7717773,737.0861856,Low_spent_Small_value_payments,622.4130371,0
43,Journalist,71889.08,6266.756667,7,8,22,3,Debt Consolidation Loan,44,11,18.49,10,Standard,2461.32,23.84532912,20,Yes,109.660777,247.3964607,High_spent_Medium_value_payments,519.6184289,0
15,Scientist,19648.09,1890.340833,7,3,14,4,Mortgage Loan,17,16,9,7,Standard,2052.35,33.20748455,20,Yes,39.66410354,47.92369642,High_spent_Small_value_payments,361.4462834,1
18,Lawyer,7842.3,528.525,10,10,21,8,Auto Loan,32,15,23.06,7,Poor,3421.09,34.34686531,10,Yes,40.96970272,35.14418605,Low_spent_Small_value_payments,266.7386112,0
43,Media_Manager,43360.74,3647.395,2,6,12,2,Student Loan,4,8,1.56,4,Good,287.65,24.57405895,34,NM,57.6589505,119.8945623,Low_spent_Large_value_payments,457.1859872,1
38,Media_Manager,28838.96,2379.246667,3,1,10,1,Credit-Builder Loan,1,10,3.45,4,Good,221.7,37.36202157,38,No,21.19455448,10000,High_spent_Large_value_payments,413.3376959,1
31,Lawyer,50686.32,4451.86,5,4,19,2,Auto Loan,30,13,14.01,7,Standard,145.46,27.11170606,13,Yes,61.68673695,55.48517535,High_spent_Large_value_payments,568.0140877,1
49,Engineer,16221.07,1510.755833,0,3,3,2,Auto Loan,6,6,5.39,2,Good,197.05,33.28934181,16,No,19.25199559,120.1654494,Low_spent_Medium_value_payments,291.6581384,1
43,Writer,127614.78,10409.565,5,6,7,4,Credit-Builder Loan,6,9,1.9,3,Poor,1264.42,30.89743404,34,No,326.7097896,516.3602911,High_spent_Small_value_payments,457.8864194,0
22,Scientist,83181.88,6773.823333,3,4,5,3,Auto Loan,11,0,11.92,0,Good,353.65,35.1215971,22,NM,173.817388,131.2226158,High_spent_Small_value_payments,632.3423295,1
38,Journalist,14696.62,1153.718333,9,7,20,2,Student Loan,40,19,7.35,11,Poor,2666.63,35.20582805,10,Yes,17.44148222,99.46437915,Low_spent_Medium_value_payments,278.465972,0
20,Journalist,35793.61,2982.800833,7,6,18,1,Personal Loan,21,15,12.06,4,Standard,720.19,36.14178898,21,NM,28.21269044,208.9205589,Low_spent_Small_value_payments,351.146834,1
33,Lawyer,40067.1,3237.925,3,6,11,1,Debt Consolidation Loan,0,9,10.33,0,Good,1109.77,28.89118706,31,No,18.86285317,66.19323786,High_spent_Medium_value_payments,488.736409,1
34,Engineer,31004.1,2657.675,9,7,24,5,Auto Loan,30,20,12.15,6,Poor,1617.55,31.50822098,7,Yes,77.96875781,49.7788941,High_spent_Medium_value_payments,388.0198481,0
15,Accountant,7588.46,663.3716667,9,9,29,5,Auto Loan,16,18,26.46,10,Poor,3948.86,24.00372305,8,Yes,27.10999475,47.23171159,Low_spent_Small_value_payments,281.9954603,0
21,Engineer,53085.12,4250.76,8,8,15,3,Mortgage Loan,53,13,11.95,12,Standard,2144.33,28.81930762,22,Yes,132.6955383,379.4214181,Low_spent_Small_value_payments,202.9590436,0
54,Mechanic,160664.8,13235.73333,3,5,7,1,Mortgage Loan,15,7,5.76,4,Good,244.08,27.95645986,21,NM,41041,1224.220274,Low_spent_Medium_value_payments,255.5628849,1
33,Scientist,34617.12,2704.76,7,7,33,6,Mortgage Loan,20,21,11.4,9,Poor,1584.21,24.82396487,15,Yes,94.90687019,240.4555963,Low_spent_Large_value_payments,205.1135335,0
38,Teacher,133779.72,10995.31,0,5,2,1,Debt Consolidation Loan,8,0,8.06,2,Poor,891.64,36.53607295,32,No,92.93776256,213.1348563,High_spent_Large_value_payments,1033.458381,1
24,Entrepreneur,104744.88,8989.74,1,4,8,5,Mortgage Loan,20,7,6.69,0,Good,705.05,34.81124867,26,No,195.0234166,10000,High_spent_Large_value_payments,790.2870483,0
19,Media_Manager,54889.92,4512.16,7,4,17,6,Mortgage Loan,24,10,10.48,4,Standard,1603.48,29.79946181,14,Yes,147.0473711,109.4857313,High_spent_Large_value_payments,434.6828977,0
22,Writer,90562.83,7299.9025,3,4,1,2,Debt Consolidation Loan,3,11,6.38,2,Poor,1217.99,35.53084287,18,NM,147.2207735,208.3209224,High_spent_Medium_value_payments,624.4485541,1
27,Lawyer,28256.63,2440.719167,7,7,5,1,Payday Loan,21,14,3.93,1,Poor,66.47,27.33204947,21,No,12.34245979,173.0297633,Low_spent_Large_value_payments,328.6996936,1
33,Architect,33755.94,2765.995,6,10,22,8,Mortgage Loan,47,19,28.85,12,Poor,4503.42,38.46269863,11,Yes,179.9685952,49.60251701,High_spent_Small_value_payments,307.0283878,0
39,Doctor,62901.08,5025.756667,4,6,10,3,Mortgage Loan,3,16,18.58,6,Standard,228.25,26.60932479,20,Yes,81.64127029,213.3574071,High_spent_Medium_value_payments,457.5769892,1
47,Architect,119848.77,10224.3975,5,2,10,1,Personal Loan,9,10,5.75,2,Poor,1049.14,29.34759239,24,NM,55.85943763,412.9370329,Low_spent_Medium_value_payments,833.6432795,1
23,Journalist,9608.03,735.6691667,7,4,10,6,Mortgage Loan,8,14,10.44,5,Standard,1494.17,24.32451422,16,Yes,25.46799856,20.38693365,Low_spent_Medium_value_payments,307.7119845,1
34,Media_Manager,167883.84,13990.32,5,6,3,1,Payday Loan,5,6,4.72,1,Good,948.18,33.82714989,32,No,86.95168098,107.8665004,High_spent_Large_value_payments,1444.213819,1
40,Musician,20877.19,1779.765833,7,6,20,5,Mortgage Loan,20,20,15.69,11,Standard,1324.1,27.23601077,15,Yes,58.02206477,81.23732564,Low_spent_Small_value_payments,328.7171929,0
51,Doctor,60284.16,5153.68,0,4,2,2,Student Loan,1,4,4.4,4,Good,1306.74,35.71066736,32,No,67.9295751,132.7685471,High_spent_Medium_value_payments,564.6698778,1
35,Journalist,77604.32,6300.026667,1,7,5,3,Debt Consolidation Loan,0,14,4.51,1,Good,550.67,30.7938437,22,No,153.3254139,70.12996701,High_spent_Medium_value_payments,656.5472858,0
51,Doctor,42153.13,3377.760833,5,4,10,3,Payday Loan,10,10,4.81,4,Good,1027.64,37.19481519,27,NM,79.29961146,220.180711,High_spent_Small_value_payments,298.2957609,1
42,Journalist,61503.66,4972.305,7,4,11,4,Mortgage Loan,10,19,14.89,1,Good,1150.36,34.56664125,32,No,179.6433416,413.844193,Low_spent_Small_value_payments,193.7429654,1
37,Media_Manager,28023.75,2298.3125,5,7,18,,Debt Consolidation Loan,21,20,14.24,7,Standard,428.84,39.18465712,26,Yes,21.03450072,182.3827541,Low_spent_Small_value_payments,316.4139952,1
44,Writer,42811.36,3825.613333,5,3,18,4,Personal Loan,22,12,2.65,4,Standard,742.29,31.54158908,28,No,74.60694981,156.8989546,High_spent_Medium_value_payments,401.0554289,1
26,Musician,40651.74,3238.645,,3,4,4,Mortgage Loan,11,3,10.69,0,Good,231.41,33.29058113,33,No,133.1009612,208.5452696,High_spent_Small_value_payments,242.2182692,1
29,Manager,19129.65,1528.1375,7,6,31,7,Auto Loan,51,18,17.36,7,Poor,3237.75,29.11794369,12,Yes,60.15333666,91.21480453,Low_spent_Small_value_payments,291.4456088,0
37,Accountant,36841.39,2966.115833,0,5,4,1,Student Loan,2,10,3.16,4,Good,414.56,38.55879741,17,No,29.83576249,271.3879716,Low_spent_Small_value_payments,285.3878493,1
14,Writer,20616.96,1882.08,9,10,23,3,Mortgage Loan,36,25,15.97,9,Poor,2684.13,27.9323987,19,Yes,29.75642125,138.7676606,Low_spent_Large_value_payments,289.6839182,0
23,Media_Manager,67059.18,5398.265,8,6,18,4,Auto Loan,19,17,15.57,8,Standard,255.76,29.61529596,13,Yes,167.1239995,160.0574472,High_spent_Medium_value_payments,462.6450533,1
36,Architect,128141.19,10812.4325,4,4,3,2,Credit-Builder Loan,8,8,11.42,0,Good,198.77,37.73754202,29,NM,121.5777072,156.7226574,High_spent_Medium_value_payments,1052.942885,1
26,Engineer,57437.4,4916.45,9,5,31,7,Mortgage Loan,34,18,15.85,7,Poor,2625.73,37.87902764,8,Yes,175.0096264,201.9881072,High_spent_Small_value_payments,374.6472664,0
20,Teacher,81995.32,7087.943333,3,7,5,4,Mortgage Loan,15,10,9.47,4,Standard,193.78,27.55330067,24,Yes,175.9027801,282.322851,High_spent_Medium_value_payments,500.5687022,1
49,Writer,100686.12,8680.51,6,3,9,3,Student Loan,18,16,9.36,0,Standard,91.91,30.76015181,21,No,234.0551774,114.7535078,High_spent_Large_value_payments,759.2423148,1
44,Teacher,67749.5,5381.791667,5,6,8,2,Student Loan,29,17,14.77,8,Standard,1437.3,32.40173387,7,Yes,75.3199965,163.1341723,High_spent_Medium_value_payments,549.7249979,1
55,Entrepreneur,29490.49,2245.540833,2,4,6,4,Auto Loan,7,6,8.41,2,Good,591.33,24.89348229,31,No,90.93073451,294.2824113,Low_spent_Small_value_payments,129.3409375,1
51,Doctor,164956.96,13601.41333,1,4,,3,Auto Loan,11,8,5.01,2,Good,779.45,31.67932379,26,No,335.5410252,217.6203687,High_spent_Medium_value_payments,1056.979939,1
39,Architect,38325.88,2942.823333,3,7,22,7,Auto Loan,5,21,15.88,7,Standard,1765.56,27.69264219,12,Yes,173.6950345,156.5602416,Low_spent_Medium_value_payments,244.0270572,1
20,Journalist,66022.26,5382.855,1,4,12,3,Mortgage Loan,3,12,11.47,4,Good,984.03,26.16999789,26,No,94.4961378,193.9426948,Low_spent_Large_value_payments,519.8466673,1
19,Engineer,56039.7,4899.975,2,5,9,4,Student Loan,11,12,7.64,2,Good,895.2,35.17770459,25,No,128.6409987,114.0657094,High_spent_Medium_value_payments,497.2907919,0
16,Developer,17790.73,1461.560833,9,7,22,7,Student Loan,58,24,17.22,12,Poor,4373.57,34.51455847,7,Yes,80.71470876,123.6572945,Low_spent_Medium_value_payments,221.78408,0
